,Embedded_text,dialect
446,"Replying to 
@fta___yam
ليته عندي والحيه عندك
1",S
447,"Replying to 
@fta___yam
خلها ع نورك يكفي 
1",S
448,"Replying to 
@05B__05
سمعت بزغود وضجن  وفهمت يقصدون  خدود ملاجع مهضومه",S
449,ههههههههههه,S
450,"Replying to 
@ws234s
شكرا ع مرورك  وذوقك 
1",S
451,"Replying to 
@Maged445
 and 
@bo7700
لاتنشد 
1",S
452,"Replying to 
@ali56000
 and 
@ra9ra99
يمكن
1",S
453,"Replying to 
@mona4003
 and 
@abdullah_33aa
ههههههههههههه",S
454,"Replying to 
@haalim___888
بنفتك من الداويه اعرسو وفارقو ",S
455,"Replying to 
@yam22214
امسحها انت 
1",S
456,"Replying to 
@yam22214
ي بغضي  لذي الكلمه 
1",S
457,"Replying to 
@ghhhuyfvutdff1
 and 
@3thbz
قدهي كذا يبى يشوف رايهم عشان يقنع نفسه بقراره",S
458,"Replying to 
@05B__05
1",S
459,"Replying to 
@05B__05
لبى روحش وربي يسعدش ويمتعش  بالصحه والرضى ي قمر 
1
1
1",S
460,"Replying to 
@4vvvn
تسلم من ذوقك والله ",S
461,"رد متخلف واسلوبش  غلط شوفي كلامش  مالش ومال الناس   يطرح شي فيه فايده ع الاقل ماهوب شي غلط
1",S
462,"Replying to 
@ff_stuzp
مالكم امان 
1",S
463,"Replying to 
@ff_stuzp
وسهيت منه قطع حظه 
1
1",S
464,"Replying to 
@ff_stuzp
ماتدري  يمكن اهتمامها بس في الطبخ والشغل
1
1",S
465,فخوذ  كلها  واحس الي جسمها كذا  تفصلها بخبالتها,S
466,"اجازه سعيده 
الۛورُۖقاء
@ord__7
 · Feb 13, 2020
#مجرد_ذوق  
1
8",S
467,"Replying to 
@a__7i7
1",S
468,"Replying to 
@mh_yam9
 and 
@S5Su
م يحتاج   والله",S
469,"Replying to 
@hs_99a
من ذوقك 
1",S
470,"Replying to 
@dhoomy_0505
تسلم 
1",S
471,"2
23",S
472,"Replying to 
@Fl__anh
 and 
@hmad95907
ههههههههههه يمكن",S
473,"Replying to 
@haalim___888
جربتها من الناحيتين",S
474,"Replying to 
@haalim___888
ههههههههههههههههه تبرد الكبد",S
475,"Replying to 
@haalim___888
الله  يشلها مافيها من الكذب 
1",S
476,"Replying to 
@haalim___888
م عجبني التحديث",S
477,"Replying to 
@haalim___888
ولا خذاف   امحق م كن جسرت البسها  اخطو ع الورق بذا الموضه",S
478,"Replying to 
@alasubh
الله يسلمك مجرد ذوق 
1
1",S
479,"مساء الخير بعد غيبه قصيره 
3
7",S
480,"هاسلام عليكم 
4
1
11",S
481,"Replying to 
@affa3456
هههههههههههههههههه الثانيه تصلح لهم",S
482,"Replying to 
@asams123231
اي والله البوقه",S
483,"Replying to 
@al____ma
 and 
@O_O__mm
مافيه امل ",S
484,"Replying to 
@al____ma
 and 
@O_O__mm
 ليه تبين تلعبين فيني
1",S
485,"Replying to 
@RWcdg
وياش 
1",S
486,"Replying to 
@L7an556",S
487,"Replying to 
@JKlSZqeVtTqaRee
1
1",S
488,"Replying to 
@Hadiii1234
ذوق 
1",S
489,"Replying to 
@L7an556
 ساحتكم الي حولكم
1",S
490,"Replying to 
@L7an556
ههههههههههههههه ضاع سوقه  من زينه 
1",S
491,"Replying to 
@L7an556
هههههههههههه ع الاقل شي مقبول
1",S
492,"Replying to 
@L7an556
غير افتارك لو سمحت يقطع الرزق 
1",S
493,"امسي عليكم بكل حب  
5
1
17",S
494,"Replying to 
@Hadiii1234
 and 
@ra9ra99
تمام 
1",S
495,"Replying to 
@al__naif
 and 
@bo7700
1",S
496,"Replying to 
@JKlSZqeVtTqaRee
هههههههههههههههه في محيطي مابعد شفت حد زين للاسف 
1
1",S
497,"Replying to 
@hmad95907
ماعرفتك
1
1",S
498,"Replying to 
@Rakan__u
 and 
@Hadiii1234
هههههههه يبلها ويشرب مويتها
1",S
499,"Replying to 
@Hadiii1234
ذنوبه ",S
500,"Replying to 
@jeKMvkKSqltLNpT",S
501,"Replying to 
@Hadiii1234
  مافاده  غير رجع ولاعاده معين شي 
1",S
502,"Replying to 
@Rakan__u
 and 
@Hadiii1234
هاماعليه  خلها تكمل ع الباقي 
1",S
503,"Replying to 
@Rakan__u
 and 
@Hadiii1234
ويش عرفك انه اصنج
1",S
504,"Replying to 
@ahtaanh1
ومساش ي عيني  وياش ",S
505,"Replying to 
@Rakan__u
 and 
@Hadiii1234
لا عينه عشان ماعاد يشوف غيرها  عوينها ربي نصرها عليه
1",S
506,"Replying to 
@Hadiii1234
مالومها اوجعها يطلقها ع سب يعرس لاهي خبل رجعت تفحس عينه يتادب
2",S
507,"Replying to 
@al____ma
 and 
@O_O__mm
الله يبقيش ي عيني
2",S
508,"مساء الخير 
3
3",S
509,"Replying to 
@JKlSZqeVtTqaRee
1",S
510,"Replying to 
@Hadiii1234",S
511,"Replying to 
@JKlSZqeVtTqaRee
ل حد يدري
1",S
512,"Replying to 
@JKlSZqeVtTqaRee
GIF
ALT
1",S
513,"Replying to 
@JKlSZqeVtTqaRee
ههههههههههه  هذا عيونه صغار وفيها قبله
1
1",S
514,"Replying to 
@yaka_909
1",S
515,"مساء الخير
4
5",S
516,"Replying to 
@asams123231
هههههههههههههه ماهي بشينه متناسقه مع الشيله
1",S
517,"Replying to 
@asams123231
فيش اسميه 
1
1",S
518,"Replying to 
@Hadiii1234
مابغى شي منها  هي لكم  
1",S
519,"Replying to 
@Hadiii1234
ايشذا ذابح 
1
1",S
520,"Replying to 
@ord__7
 and 
@asams123231
يطيعك *",S
521,"Replying to 
@asams123231
ههههههههه بلا ماهو يطؤغك تساعب وتبى تعذرب
2
1",S
522,"Replying to 
@haalim___888
ماهوب ب انا",S
523,"Replying to 
@haalim___888
الله اكبر م كنها بقويه
1",S
524,"Replying to 
@haalim___888
شكل م عندك بردنا ولا كنك ممسي من الرياضه
1
1",S
525,"Replying to 
@i5__80
GIF
ALT
1",S
526,"Replying to 
@i5__80
1 ولا مانع ندمجها مع ٢ عشان تحلى زياده 
1",S
527,"Replying to 
@grrgrg88
حالكم بحالنا ",S
528,"Replying to 
@Hadiii1234
1",S
529,"Replying to 
@Dm__911
 @c_loud_24
 and 2 others
1",S
530,"Replying to 
@Dm__911
 @c_loud_24
 and 2 others
ماقدلنا منذي الاشكال كلشي تغير
1",S
531,"Replying to 
@ord__7
 @Dm__911
 and 2 others
هههههههه
1
1",S
532,"Replying to 
@c_loud_24
 @BAR303030
 and 2 others
رحت وجيت وعودت عادكم مكانكم 
2
1",S
533,"صباح الخير 
4
11",S
534,"Replying to 
@ibra3508
لا قدهم مااغثيني هنا مجموعه تقطع السنتهم لما قدني اتكلم معهم ماهم يردون  ومعي بالذات  وانتو ي متابعين تحققون 
1",S
535,"عاشو 
2
10",S
536,"Replying to 
@ibra3508
لا مايستدعي حضر  بس مزاج
1",S
537,"Replying to 
@mrz42798708
من ذوقك تسلم لا مجرد سوالف ليل  مافيه شي يمثلنا 
1",S
538,"Replying to 
@mrz42798708
حلو 
1",S
539,"Replying to 
@i5PsrXccuM4Hm8B
عارفين والله بس جهرنا شينهم بس ",S
540,"Replying to 
@yaka_909
ارجوك ماحب اسلوبك في الكلام مستفز",S
541,"Replying to 
@intsar_i
شكلش تاكلين ع سريرش  حق النوم هههههههه
1",S
542,"Replying to 
@intsar_i
ههههههههههههه كلي ولاتفكرين زي ماجبتيها اكليها
1",S
543,"Replying to 
@Dode2026
من ذوقش ",S
544,"Replying to 
@05B__05
1",S
545,"Replying to 
@soowhat__7
دوم
1",S
546,"Replying to 
@__aZooF0__
تسلمين يدوم غاليش من ذوقش ",S
547,"Replying to 
@soowhat__7
هههههههههه عادك في ليل العنى ي ذيب
1
1",S
548,"Replying to 
@__aZooF0__
ههههههههههه يبغى الفكه ع باله تقطعو عليه
1",S
549,"Replying to 
@sabanajran
ههههههههههههه
1",S
550,"Replying to 
@alwafii711
اول مره اشوفك جدي من جد 
1",S
551,"Replying to 
@al____ma
 and 
@_is__is
ادرسين طيب  اطفال
1",S
552,"Replying to 
@al____ma
 and 
@_is__is
هههههه وين تهجين ماعاد الا المدارس والدوامات
1",S
553,"Replying to 
@humeah3
 and 
@O5Zu1
انا زيش واندم وارجع اكرر الشي
1
1",S
554,"Replying to 
@wafwp44
 انت ذوق  والله  
1
1",S
555,"Replying to 
@wafwp44
ههههههههههههه لاتبالغ
1
1",S
556,"Replying to 
@wafwp44
من ذوقك 
1
1",S
557,"Replying to 
@affa3456
 and 
@O5Zu1
هههههههههههههه
1",S
558,"Replying to 
@affa3456
 and 
@O5Zu1
العفو 
2",S
559,"Replying to 
@affa3456
 and 
@O5Zu1
ههههه عزالله
1",S
560,"Replying to 
@O5Zu1
 and 
@affa3456
خليه يمكن يوصل صوته
2",S
561,"Replying to 
@H__h911
 and 
@aljad05",S
562,"Replying to 
@H__h911
 and 
@aljad05
ايه  ",S
563,"Replying to 
@H__h911
 and 
@aljad05
ههههههه  احمر خدود البودره غير",S
564,"Replying to 
@H__h911
 and 
@aljad05
بلاشر    حق خدود    يطلق عليه مكياج كله",S
565,"تصبحون ع خير 
3
8",S
566,"Replying to 
@affa3456
هههههههههه
1",S
567,"Replying to 
@affa3456
بكره  يوم
1",S
568,"Replying to 
@affa3456
طيب  ماتقدر تطلب  من البقاله
1",S
569,"Replying to 
@asooma_70
 and 
@nbc70
GIF
ALT
1",S
570,"Replying to 
@alyamy157
 @aljad05
 and 
@loooiv7
هههههههههههه",S
571,"Replying to 
@alyamy157
 @aljad05
 and 
@loooiv7
فينا  الي ودنا",S
572,"Replying to 
@kk98421
ههههههههههههههه",S
573,"Replying to 
@xar_05
هههههههههههههههه ",S
574,"Replying to 
@livein2030",S
575,"Replying to 
@xar_05
ثم ليه ي علي
1",S
576,"Replying to 
@aljad05
ههههههههههههه البكيه الحالها ",S
577,"Replying to 
@rwgan313",S
578,"وش تقول ؟
0:11
1,037 views
11
2
15",S
579,"Replying to 
@alwafii711
 and 
@777_jumana
تدوم 
1",S
580,"Replying to 
@alwafii711
 and 
@777_jumana
ههههههههه
1",S
581,"Replying to 
@alwafii711
 and 
@777_jumana
 كنها ياك الي ع اليمين
1",S
582,"Replying to 
@777_jumana
 and 
@alwafii711
عزالله
1",S
583,"Replying to 
@humeah3
 and 
@mohsenalmatarid
قومي  سدش نوم  كمذا
1",S
584,"Replying to 
@aljad05
ههههههههههههههههه  لاعاد تفكرين  عشان ماعاد تنزعجين",S
585,"Replying to 
@Abu_Ammar43
1",S
586,"Replying to 
@vipksa70
 and 
@skwn_1
طلعت لي  في المنشن 
1
1",S
587,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
يمكن",S
588,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
بعض الحديث ماليبه  غير قمين بعضهم شخيره في المساحه",S
589,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
ماهوب جاهرني الا هنا  عرب في المساحات مصبرهم  رقدت  قمت وهم مكانهم 
2",S
590,"Replying to 
@nbc70
عوينا
1",S
591,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
ههههههههه برد يختي اضوي تذري لاتمرضين
1",S
592,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
كفو خليه يشرب  اول فار اشوفه مايذل  خابرش طيبه  ",S
593,"Replying to 
@nbc70
قد رقدت وقمت  نومي خفيف برحع انور لي شوي
1",S
594,"Replying to 
@aljad05
دنياك  يزين ماتستاهل الضيقه ",S
595,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
مصبرش ع البرد
1",S
596,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
هههههههههه زين  خلوها تقطر صدقه لكم  طيور تشرب منها   وذا الفار من وين خارج
2",S
597,"Replying to 
@nbc70
ذلحين 
1",S
598,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
ههههههههههه حمد شكله رقد
2",S
599,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
شفته  وبوبها مورم  شوفي احلبيه اذا حليبها ثخين واصفر  فهي دافع   قدهي بتلد شكلها    عادش فيها
1",S
600,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
ويش جعله يابس  وذا الضاين صغير  اكيد  انكم مدهلينه من صغره  يرضعها   ماشاء الله ع الشاه والضاين",S
601,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
ههههههههه شطارها * لو انه يابس ماهو يرضعه    برقد لي  ساعتين
1",S
602,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
ههههههههههههه اما عاد  عزلو الشاه  حرام
2",S
603,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
هههههه كلبه",S
604,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
ههههههههه خليه معوش نفسه
1",S
605,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
طلعتي مصارعه  وجع مصخاش بي
1",S
606,"Replying to 
@alyamy157
 @aljad05
 and 
@loooiv7
ههههههههههه",S
607,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
ماستبعد   عادش ماسكه الصخل مع اذنه وهو يضبح من الخلعه 
2
1",S
608,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
هاسرحه   اعقليها مع رجلها  ويش تبين  تحلبين اذنها اششفو
1",S
609,"Replying to 
@alyamy157
 @aljad05
 and 
@loooiv7",S
610,"Replying to 
@alyamy157
 @aljad05
 and 
@loooiv7
هههههههههههههههه كل شي متوقع",S
611,"Replying to 
@alyamy157
 @aljad05
 and 
@loooiv7
ههههه ي الله صباح خير  ههههه بلا تكيهن",S
612,"Replying to 
@aljad05
 @AbdullahMoh499
 and 
@O5Zu1
خليش تعيفين الغبشه ",S
613,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
يمكن اماته نفر لازم ترضعينه
1",S
614,"Replying to 
@alyamy157
 @aljad05
 and 
@loooiv7
عزالله ",S
615,"Replying to 
@alyamy157
 @aljad05
 and 
@loooiv7
هههههههههه    من يوم هي  تقول كتيت وانا غاسله يدي
1",S
616,"Replying to 
@alyamy157
 @aljad05
 and 
@loooiv7
تراها سحبت علينا  سرحت تحدث قزه مع عرب 
1",S
617,"Replying to 
@AbdullahMoh499
 @O5Zu1
 and 
@aljad05
وانتي سرحتي وخليتيني انا وحمد ي قزه  اثرش هنا   
1",S
618,"Replying to 
@alyamy157
 @aljad05
 and 
@loooiv7
ههههههههه. لا صامله
1",S
619,"Replying to 
@alyamy157
 @aljad05
 and 
@loooiv7
ماني بداريه ايش مغبشها   شكلها تضحي القراش  حقتهم  كحيله  
1",S
620,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
مايحتاج مكياج هههه",S
621,"Replying to 
@aljad05
 @alyamy157
 and 
@loooiv7
هههههههههه  احلى شي",S
622,"Replying to 
@alyamy157
 @loooiv7
 and 
@aljad05
هههههههههههههه ماهي تغسلها  بتجيب سطل  وتحط فناجيلهم فيه مابعد مايتقهوون وتروح  تغسل وجههها  وتشرب ويديها  تحس انهم عاينيتها 
2",S
623,"Replying to 
@aljad05
 and 
@loooiv7
ماشاء الله  رقدت  ساعه  وقمت من الاحلام  مشن بعض النوم 
1",S
624,"Replying to 
@loooiv7
 and 
@aljad05
ياروحي 
1",S
625,"Replying to 
@alyamy157
 @loooiv7
 and 
@aljad05
تدوم   كن ريهنتها مسرحه  ثلاجاتها  وتدوي العرب  غصبى يتقهوون من قهوتها  ومزعجه بس لها جو 
1",S
626,"Replying to 
@ord__7
 @aljad05
 and 
@loooiv7
انتي وحمد",S
627,"Replying to 
@alyamy157
 @loooiv7
 and 
@aljad05
ههههههههههه
1",S
628,"Replying to 
@aljad05
 and 
@loooiv7
مافي الحيكم من الداويه  يثنين   ويش من مقامكم قرقره ع الفاضي انخمدو 
2",S
629,"Replying to 
@aljad05
امين يارب",S
630,"Replying to 
@aljad05
هههههه جعلش ماتفيدين ",S
631,"Replying to 
@aljad05
اكتبي  اتكيت ل دق لحيش 
1",S
632,"Replying to 
@aljad05
لاتحمسين  يمكن غبار بس
1",S
633,"Replying to 
@skwn_1
@vipksa70
  ذا
1
1",S
634,"Replying to 
@777_jumana
 and 
@skwn_1
هههههههه خليني اشوف  من يطلع لي",S
635,"Replying to 
@777_jumana
 and 
@skwn_1
ليه  حرام عليش مالقيتي الا انا   والله مكن  جسرت
1",S
636,"Replying to 
@Dode2026
ربي شدها عليش  مكن تابعت مباره ناقصين صداع 
1
1",S
637,"Replying to 
@humeah3
 and 
@saleh_almansor
قد علمتيني به  اذكر
1",S
638,"Replying to 
@humeah3
 and 
@saleh_almansor
عادي ودي بوجع الابره ولا  الشغل بدون بنج  مستحيل  اتحمله
1",S
639,"Replying to 
@humeah3
 and 
@saleh_almansor
يحق لش الدلع  يالصامله
1",S
640,"Replying to 
@humeah3
 and 
@saleh_almansor
مايحتاج ونعم 
1",S
641,"Replying to 
@humeah3
 and 
@saleh_almansor
هاجرها     صه منهو  كيف شغله يبنت
2",S
642,"Replying to 
@humeah3
 and 
@saleh_almansor
مافيش من  الدلع
1",S
643,"Replying to 
@humeah3
 and 
@saleh_almansor
ادرمي ي دريمه وسكتي 
1",S
644,"Replying to 
@humeah3
 and 
@saleh_almansor
خالش  يوضي  اطلعي من المنشن سدو حلقش مطيحه الميانه بعد  سيري
2",S
645,"Replying to 
@humeah3
 and 
@saleh_almansor
بصيره بعمرش   
1",S
